question_id,image_id,question,ground_truth_answer,model_answer,is_hallucinating,is_hallucinating_manual
question_comb_1064,pope_408.jpg,Is there a tennis racket in the image?,no,no,False,False
question_comb_1065,AMBER_76.jpg,Is there direct contact between the person and ship?,"y, e, s","Yes, the person is sitting inside the boat, which is a small yellow ship.",False,False
question_comb_1066,haloquest_1872.png,Does the man on the right side of the picture have white hair?,"Yes, the man has white hair; Yes, he has white hair; The man on the right of the picture does have white hair","Yes, the man has white hair.",False,False
question_comb_1067,AMBER_854.jpg,Is there direct contact between the tortoise and beach?,"y, e, s","Yes, the tortoise is in direct contact with the beach, as it is on the sand.",False,False
question_comb_1068,math_vista_2711.jpg,"ABCD is a parallelogram. E is the midpoint, F is also a midpoint. Area of AFG = 10, Area of EGH = 3. What is Area CDH?",,"We know that the area of triangle AFG is 10. Since F is the midpoint of AD, the area of triangle AFD is 2 times the area of triangle AFG, which is 20. Similarly, since E is the midpoint of AB, the area of triangle ABE is also 20. The area of triangle ABD is the sum of the areas of triangles ABE and AFD, which is 40. Since H is the midpoint of BC, the area of triangle BHD is half the area of triangle ABD, which is 20. The area of triangle CDH is the area of triangle ABD minus the area of triangle BHD, which is 40 - 20 = 20. Therefore, the area of triangle CDH is 20.",False,False
question_comb_1069,hallusionbench_chart_9_1.png,"In 2020, did Japan have the largest GDP around the world, followed by the United States, and China, according to the image?",no,"In 2020, the image shows that Japan (green) has a significant share, but it is not the largest. The United States (yellow) has a larger share than Japan, and China (blue) has the largest share. Therefore, the statement is false.",False,False
question_comb_107,AMBER_824.jpg,Is there direct contact between the banana and table?,"y, e, s","Yes, the banana is in direct contact with the table.",False,False
question_comb_1070,haloquest_1266.png,Does the image show a pyramid on a planet with a sky that is not blue?,Yes; the image does show a pyramid on a planet with a non-blue sky; it does show a pyramid on a planet with a sky that is not blue,"Yes, the image shows a pyramid on a planet with a sky that has shades of orange and purple, not blue.",False,False
question_comb_1071,AMBER_479.jpg,Is the mountain tall in this image?,"y, e, s","Yes, the mountain in the image is tall.",False,False
question_comb_1072,AMBER_351.jpg,Does the person run in this image?,"n, o",no,False,False
question_comb_1073,pope_2941.jpg,Is there a baseball glove in the image?,yes,no,True,True
question_comb_1074,AMBER_834.jpg,Is the sky gloomy in this image?,"n, o","Yes, the sky is gloomy in the image.",True,True
question_comb_1075,AMBER_247.jpg,Is there a lounge in this image?,"n, o",no,False,False
question_comb_1076,AMBER_177.jpg,Is there direct contact between the banana and floor?,"y, e, s","No, there is no direct contact between the banana and the floor. The banana is being held up by a person's hand, which is not in contact with the floor.",False,False
question_comb_1077,pope_2024.jpg,Is there an apple in the image?,no,no,False,False
question_comb_1078,hallusionbench_video_17_0.png,"This cartoon character getting further away. According to the positive sequence of the images, are they in the correct order? Answer in one sentence.",no,Yes,True,True
question_comb_1079,haloquest_0095.jpg,How many people are inside the building?,Can't answer by seeing the image; Don't know how many people are inside the building; Can't determine how many people are inside the building,It is not possible to determine the number of people inside the building from this image.,False,False
question_comb_108,math_vista_2617.jpg,Find y.,,"In a 30-60-90 triangle, the side opposite the 30-degree angle is half the hypotenuse, and the side opposite the 60-degree angle is {eq}\sqrt{3}{/eq} times the side opposite the 30-degree angle.

Given that the side opposite the 60-degree angle is 14, we can find the side opposite the 30-degree angle by dividing 14 by {eq}\sqrt{3}{/eq}:

$$\text{Side opposite 30-degree angle} = \frac{14}{\sqrt{3}}$$

To rationalize the denominator, we multiply the numerator and the denominator by {eq}\sqrt{3}{/eq}:

$$\text{Side opposite 30-degree angle} = \frac{14}{\sqrt{3}} \cdot \frac{\sqrt{3}}{\sqrt{3}} = \frac{14\sqrt{3}}{3}$$

Now, to",False,False
question_comb_1080,haloquest_2012.png,How many buildings are not red in this image?,Two buildings in this image are not red ; Two buildings are not red; Two buildings,There are two buildings that are not red in this image.,False,False
question_comb_1081,haloquest_1303.png,How many giraffes are in the image?,There are 4 giraffes visible in the image.,There are four giraffes in the image.,False,False
question_comb_1082,haloquest_1755.png,Is the Earth visible right behind the mountain from the astronaut's expression indicating homesickness?,No; the Earth is not visible right behind the mountain; The astronaut's expression does not indicate he is missing home.,"The astronaut's expression is not clearly visible, so it is not possible to determine if it indicates homesickness.",False,False
question_comb_1083,AMBER_417.jpg,Is the wall smooth in this image?,"n, o",no,False,False
question_comb_1084,mme_celebrity_tt0112641_shot_0412_img_1.jpg,Is the actor inside the red bounding box called Pierre Malherbe? Please answer yes or no.,No,Yes.,True,True
question_comb_1085,math_vista_1424.jpg,In which week does TD group show the highest diet consumption ?,,"The line chart shows the weekly diet consumed by different groups over a period of 5 weeks. The TD group shows the highest diet consumption in week 1, with a value of 200 MLS. The other groups, such as the C group, ET group, and TD + ET group, show a decrease in diet consumption over the weeks. The C group starts at 200 MLS in week 1 and decreases to 50 MLS in week 5. The ET group starts at 200 MLS in week 1 and decreases to 50 MLS in week 5. The TD + ET group starts at 200 MLS in week 1 and decreases to 50 MLS in week 5. Overall, the TD group shows the highest diet consumption in week 1, while the other groups show a decrease in diet consumption over the weeks.",False,False
question_comb_1086,haloquest_1476.png,How many persons are going downstairs,"No body is going downstairs; No persons, only persons are going upstairs; We can't see persons go downstairs",There are 5 persons going downstairs.,False,False
question_comb_1087,AMBER_315.jpg,Is there a door in this image?,"n, o",no,False,False
question_comb_1088,haloquest_0696.jpg,When was this picture taken?,Can't answer by seeing the image; Don't know when was this picture taken; Based on the image can't answer this question,"The image is in black and white, which suggests it was taken in the early to mid-20th century. The style of clothing and the quality of the photograph also support this time period.",False,False
question_comb_1089,AMBER_50.jpg,Is there direct contact between the man and snow?,"y, e, s","Yes, the man is standing in the snow and walking through it.",False,False
question_comb_109,pope_2920.jpg,Is there a couch in the image?,no,yes,True,True
question_comb_1090,AMBER_60.jpg,Are there two balls in this image?,"n, o","No, there is only one ball in the image.",False,False
question_comb_1091,haloquest_1327.png,Are all stars in the sky shooting stars?,No; Not all stars in the sky are shooting stars; They are not all shooting stars.,"No, not all stars are shooting stars. The image depicts a night sky filled with stars, some of which are shooting stars. However, not all stars are shooting stars; they are all stars, which are celestial bodies made primarily of hydrogen and helium that emit light due to nuclear fusion reactions in their cores.",False,False
question_comb_1092,AMBER_41.jpg,Is the wall dirty in this image?,"y, e, s",yes,False,False
question_comb_1094,pope_1846.jpg,Is there a chair in the image?,no,no,False,False
question_comb_1095,pope_1518.jpg,Is there a cup in the image?,no,no,False,False
question_comb_1096,AMBER_257.jpg,Is the cloud white in this image?,"y, e, s",yes,False,False
question_comb_1097,pope_1410.jpg,Is there a sports ball in the image?,no,no,False,False
question_comb_1099,hallusionbench_figure_10_1.png,Is there any meat in this figure?,yes,no,True,True
question_comb_11,AMBER_47.jpg,Does the person stand in this image?,"n, o","No, the person is sitting on the sand in the image.",False,False
question_comb_110,AMBER_281.jpg,Is there direct contact between the surfboard and sea?,"n, o","No, the man is holding the surfboard on the beach, not in the water.",False,False
question_comb_1100,AMBER_407.jpg,Is there direct contact between the keyboard and controller?,"n, o","No, there is no direct contact between the keyboard and controller. They are placed next to each other on a table.",False,False
question_comb_1101,hallusionbench_video_7_1.png,"According to the positive sequence of the images, is the plug put into the power outlet?",no,"The sequence of images shows a plug being inserted into a power outlet. The first image shows the plug being inserted into the outlet, and the second image shows the plug being fully inserted into the outlet. The third image shows the plug being removed from the outlet. Therefore, the answer is yes, the plug is put into the power outlet.",True,True
question_comb_1102,AMBER_107.jpg,Is there a ship in this image?,"n, o","No, there is no ship in this image.",False,False
question_comb_1103,math_vista_3357.jpg,What is the value of the smallest individual bar in the whole chart?,,"The smallest individual bar in the whole chart is the one with a value of -6, which is the ""purse"" value for the ""border"" category. This value is significantly lower than the other values in the chart, indicating that the ""purse"" value for the ""border"" category is the lowest among all the categories.",False,False
question_comb_1104,math_vista_3698.jpg,Subtract all yellow matte spheres. Subtract all tiny cyan metallic cylinders. How many objects are left?,,"### Your explanation
There are two objects left in the image: a blue ball and a gray ball.",False,False
question_comb_1105,hallusionbench_math_2_1.png,Is angleA + angleB +angleC < 180?,no,"No, angle A + angle B + angle C is not less than 180. The sum of the interior angles of a quadrilateral is always 360 degrees, so the sum of angles A, B, and C must be less than 360 degrees.",False,False
question_comb_1106,AMBER_142.jpg,Is there direct contact between the glass and wall?,"n, o","No, there is no direct contact between the glass and wall.",False,False
question_comb_1107,haloquest_1711.png,How many trees are pictured?,3; Three; Three trees,There are three trees visible in the background of the image.,False,False
question_comb_1108,AMBER_836.jpg,Is the sea rolling waves in this image?,"y, e, s",yes,False,False
question_comb_1109,haloquest_0648.jpg,What is the brand name of the black suit?,Can't answer by seeing the image; Don't know what is the brand name of the black suit; Can't determine what is the brand name of the black suit,The brand name of the black suit is not visible in the image.,False,False
question_comb_111,haloquest_1424.png,Is the figure in the image casting a shadow to the viewer's left or right?,to the right; The shadow is cast to the viewer's right; The shadow is on the right side of the image,The figure is casting a shadow to the viewer's right.,False,False
question_comb_1110,haloquest_1874.png,How many people are in the car?,We don't see anyone in the car; There are no visible people in the car; We cannot see anybody in this image,There are no visible people inside the car.,False,False
question_comb_1111,hallusionbench_chart_21_2.png,"According to the image, in 2018, did ""Black Panther"" achieve the highest box office revenue in North America?",no,"No, according to the image, ""Black Panther"" did not achieve the highest box office revenue in North America in 2018. The highest revenue was achieved by ""Avengers: Infinity War"" with 700.06 million U.S. dollars.",False,False
question_comb_1112,haloquest_1656.png,"Is a fourth cat observing from the corner, not participating in the dance?",No; there is no fourth cat observing from the corner; Not any fourth cat is observing,"No, all four cats are actively participating in the dance.",False,False
question_comb_1113,pope_588.jpg,Is there a car in the image?,no,no,False,False
question_comb_1114,AMBER_849.jpg,Is there a sun in this image?,"n, o",no,False,False
question_comb_1115,AMBER_686.jpg,Is there direct contact between the person and beach?,"y, e, s","No, the person is standing at a distance from the beach.",False,False
question_comb_1116,AMBER_902.jpg,Is there a sky in this image?,"n, o","No, there is no sky visible in the image.",False,False
question_comb_1117,mme_posters_tt0063442.jpg,Is this movie originated from the country or region of japan? Please answer yes or no.,No,No.,False,False
question_comb_1118,AMBER_716.jpg,Is the sky gloomy in this image?,"n, o","No, the sky is not gloomy in this image. It is described as blue, which indicates a clear and pleasant day.",False,False
question_comb_1119,pope_2929.jpg,Is there a truck in the image?,yes,yes,False,False
question_comb_112,haloquest_1774.png,How many people are walking up the stairs?,There are no people in the image; We can not see any people in the image; No people are visible in the image,There are no people visible in the image walking up the stairs.,False,False
question_comb_1120,AMBER_174.jpg,Describe this image.,"person, sea, sky, beach, surfboard","The image captures a dynamic scene of a surfer riding a wave in the ocean. The surfer, dressed in a black wetsuit, is skillfully maneuvering a surfboard on the crest of a large, curling wave. The wave is white and foamy, indicating its power and the surfer's skill in handling it. The surfer is positioned towards the right side of the image, leaning into the wave, demonstrating balance and control.

The ocean extends to the horizon, meeting the sky at a point that is not visible in the image. The sky is a light blue color, suggesting it might be early morning or late afternoon. The overall scene conveys a sense of adventure and the thrill of surfing.",False,False
question_comb_1121,haloquest_1243.png,What kind of fish is above the shark?,"There is no fish above the shark; A shark isn't above the fish; Above the shark, there isn't a fish",There is no fish above the shark; the image shows a shark with its mouth open.,False,False
question_comb_1122,hallusionbench_figure_17_0.png,Are all the items in this figure fried chicken?,yes,yes,False,False
question_comb_1123,haloquest_1241.png,How many deers are in the picture?,There aren’t any deers in the picture ; I didn’t see any deers ; There are no deers,There are no deer in the picture.,False,False
question_comb_1124,AMBER_646.jpg,Is there a mountain in this image?,"n, o",no,False,False
question_comb_1125,haloquest_1767.png,How many camels are in the caravan pictured?,There is no caravan or camels in this picture; There is no camels in the picture; no camels; There is no caravan,There are no camels in the caravan pictured.,False,False
question_comb_1126,haloquest_1413.png,Is the octopus reaching out a tentacle towards one of the burning candles?,No; the octopus is not reaching out a tentacle towards one of the burning candles; there is no tentacle reaching out to the burning candle,"No, the octopus is not reaching out a tentacle towards any of the burning candles. The image shows a decorative glass bottle with an octopus design, placed on a wooden surface with a dark background. There are no visible candles in the image, and the octopus is not interacting with any objects.",False,False
question_comb_1127,haloquest_0865.jpg,What are the color of the shoes of the gentlemen with the white hat?,Cannot be determined from the image; The shoes of the man with the white hat are not visible.; His shoes are hidden from view,"The image is a black and white illustration, so the color of the shoes cannot be determined. However, the gentlemen are wearing shoes that appear to be dark in color.",False,False
question_comb_1128,AMBER_107.jpg,Is the beach wet in this image?,"n, o","Yes, the beach is wet in this image.",True,True
question_comb_1129,AMBER_24.jpg,Is there a bench in this image?,"n, o","No, there is no bench in the image.",False,False
question_comb_113,hallusionbench_figure_14_0.png,Are all the characters in this figure from the manga series One Piece?,yes,"Yes, all the characters in the image are from the manga series One Piece.",False,False
question_comb_1130,math_vista_5030.jpg,如图，△ABC中，AB的垂直平分线分别交AB、BC于点D、E，AC的垂直平分线分别交AC、BC于点F、G，若∠BAC＝100°，则∠EAG的度数是（）,,"To determine the measure of ∠EAG, we begin by analyzing the given information and the geometric relationships within triangle ABC.

First, we note that the angle ∠BAC is given as 100°. The perpendicular bisectors of sides AB and AC intersect the sides at points D, E, F, and G. Since these bisectors are perpendicular, they create right angles at the points of intersection.

Next, we recognize that the perpendicular bisectors divide the angles of the triangle into equal halves. Therefore, the angle ∠BAD is half of ∠BAC, which calculates to:
\[
\angle BAD = \frac{1}{2} \times 100° = 50°.
\]
Similarly, the angle ∠CAD is also half of ∠BAC, resulting in:
\[
\angle CAD = \frac{1}{2} \times 100° = 50°.
\]

Now, we can find the angle ∠EAG. Since point",False,False
question_comb_1131,AMBER_60.jpg,Is the forest withered in this image?,"n, o",no,False,False
question_comb_1132,AMBER_837.jpg,Is the cloud black in this image?,"n, o",no,False,False
question_comb_1133,haloquest_1419.png,How many motorcycles are there in the picture?,There are no motorcycles in the picture; No motorcycles are visible in the picture; There are no motorcycles,There are two motorcycles in the picture.,False,False
question_comb_1134,mme_celebrity_tt0099487_shot_0123_img_0.jpg,Is the actor inside the red bounding box named Johnny Depp? Please answer yes or no.,Yes,Yes.,False,False
question_comb_1135,AMBER_371.jpg,Is the table wooden in this image?,"y, e, s",yes,False,False
question_comb_1136,AMBER_900.jpg,Is the grass green in this image?,"y, e, s",yes,False,False
question_comb_1137,hallusionbench_video_1_0.png,"According to the positive sequence images, does Homer Simpson come out of the bushes?",no,"Yes, in the sequence of images, Homer Simpson is seen progressively emerging from the bushes, starting fully visible on the left and becoming more obscured by the bushes as he moves to the right, until he is almost completely hidden on the far right.",True,True
question_comb_1138,AMBER_398.jpg,Is the floor clean in this image?,"y, e, s","The floor in the image is not clean. There is a cat sleeping on the floor, and a pair of white sneakers is placed on top of the cat. The presence of the cat and the sneakers suggests that the floor might be dirty or unclean. The cat's presence on the floor indicates that it might be comfortable in the area, but it also implies that the floor is not well-maintained or cleaned regularly. The sneakers on top of the cat further emphasize the unclean state of the floor, as they are not typically placed in such a manner. Overall, the image suggests that the floor is not clean and might require cleaning or maintenance.",False,False
question_comb_1139,mme_artwork_27662.jpg,Does this artwork belong to the type of still-life? Please answer yes or no.,Yes,Yes.,False,False
question_comb_114,AMBER_58.jpg,Is the beach dry in this image?,"y, e, s","Yes, the beach appears to be dry in this image.",False,False
question_comb_1140,haloquest_1846.png,"A head without a body, how many are there?","One head without body in the image; I can see only one head without body in the image; There are only one head without body in the image,",There are two heads without bodies in the image.,False,False
question_comb_1141,mme_scene_Places365_val_00000171.jpg,Is this picture captured in a place of greenhouse outdoor? Please answer yes or no.,Yes,Yes.,False,False
question_comb_1142,haloquest_0832.png,"Does the woman's circuitry extend beyond her body, connecting her to a variety of electronic devices?","No; the woman's circuitry does not extend beyond her body, connecting her to a variety of electronic devices; the woman's circuitry does not extend beyond her body.","Yes, the image shows the woman's body as part of a complex network of interconnected lines and nodes, suggesting a fusion of human and machine.",False,False
question_comb_1143,math_vista_1528.jpg,Find $m \angle RST$.,,"We are given that $\triangle RST$ is an isosceles triangle with $m \angle R = 70^\circ$.
Since $\triangle RST$ is isosceles, we know that $m \angle S = m \angle T$.
The sum of the angles in a triangle is $180^\circ$, so we can write the equation:
\[m \angle R + m \angle S + m \angle T = 180^\circ\]
Substituting the given value of $m \angle R$ and the fact that $m \angle S = m \angle T$, we have:
\[70^\circ + m \angle S + m \angle S = 180^\circ\]
Simplifying, we get:
\[70^\circ + 2m \angle S = 180^\circ\]
Subtracting $70^\circ$ from both sides, we have:
\[2m \angle S = 110^\circ",False,False
question_comb_1144,haloquest_1027.png,"Is his robe adorned with gold and precious gems, signifying his high status in this fantastical world?",No; his robe is not adorned with gold and precious gems; the robe does not signify his high status in this fantastical world.,"The image shows a character that appears to be a stylized, fantastical creature with a green and blue textured skin, large yellow eyes, and is wearing a robe with a brown belt and a brown strap across the chest. The robe does not appear to be adorned with gold or precious gems, and there is no clear indication of the character's status in the image.
The question asks for specific details about the adornments on the robe and the character's status, which cannot be determined from the image provided. The image does not show any gold or precious gems, and there is no context to determine the character's status.",False,False
question_comb_1145,hallusionbench_math_5_1.png,"If angle A is 110 degree, then is the angle BOC smaller than 145 degree? Please answer yes or no.",no,Yes.,True,True
question_comb_1146,haloquest_1903.png,How many are wearing sandals?,We cannot see any shoes ; There is no view of their feet ; There are no sandals in this view,None of the individuals in the image are wearing sandals.,False,False
question_comb_1147,AMBER_582.jpg,Is there direct contact between the giraffe and forest?,"n, o","No, the giraffe is not in direct contact with the forest. It is standing in front of the forest, with a gap between the giraffe and the trees.",False,False
question_comb_1148,pope_2233.jpg,Is there a person in the image?,yes,yes,False,False
